AT	GO	contig	O_sativa_locus_annotation	ProbeName	TargetID	Variance_population_Oil_	Variance_Residual	SumVariance	SampleVariance	PropVar_population_Oil_	PropVar_Residual	RSquare	N2RLL	AIC	AICC	BIC	F_T3_Oil	F_T3_State	NDF_T3_Oil	NDF_T3_State	DDF_T3_Oil	DDF_T3_State	PrF_T3_Oil	PrF_T3_State	NLP_T3_Oil	NLP_T3_State	Sig Index PrF_T3_Oil	Sig Index PrF_T3_State	Sum Sig Index for F-Tests	Avg Sig Index for F-Tests
AT4G01900	GO:0009507/GO:0009072/GO:0000096/GO:0009409/GO:0005515/GO:0009534/GO:0009416/GO:0009108/GO:0006733/GO:0009534/GO:0009534/GO:0000096/GO:0042304/GO:0009106/GO:0019288/GO:0005515/GO:0009651/GO:0009744/GO:0005524/GO:2000013/GO:0005524/GO:0000287/GO:0006808/GO:2000013/GO:0019288/GO:0009695/GO:0006807/GO:0007030/GO:0044272/GO:0006816/GO:0008652/GO:0009749/GO:0044272/GO:0006636/GO:0006546/GO:0006733/GO:0009108/GO:0009507/GO:0009072/GO:0006546/GO:0009117/GO:0005515/GO:0007030/GO:0009106/GO:0009536/GO:0005829/GO:0009651/GO:0009534/GO:0009507/GO:0042304/GO:0006636/GO:0009718/GO:0009695/GO:0009750/GO:0030234/GO:0009744/GO:0010307/GO:0006766/GO:0009718/GO:0008652/GO:0009507/GO:0009409/GO:0009117/GO:0019748	S_5sp_contig46758	LOC_Os05g04220.1|13105.m00421|cDNA nitrogen regulatory protein P-II, putative, expressed	CUST_6516_PI428634872	S_5sp_contig46758	0.006742	0.018684	0.0254257741	0.0618583681	0.265167	0.734833	0.732929181	-26.4	-22.4	-22.0	-22.8	17.08	7.06	1	1	33	33	0.0002	0.0121	3.6370615033	1.9180037568	1	0	1	0.5
AT5G43310	GO:0005634/GO:0005634/GO:0005634/GO:0005886/GO:0016020/GO:0005886/GO:0005634	S_5sp_contig16548_RC	LOC_Os07g26440.3|13107.m02618|cDNA	CUST_651_PI428634872	S_5sp_contig16548_RC	0.22199	0.310747	0.5327372557	0.8769086697	0.416698	0.583302	0.6905116402	67.9	71.9	72.3	71.5	0.65	9.36	1	1	33	33	0.4273	0.0044	0.3692759908	2.3589275669	0	1	1	0.5
AT3G23100	GO:0006302/GO:0005634/GO:0006302/GO:0008152/GO:0003824/GO:0003824/GO:0005634/GO:0003677/GO:0005524/GO:0006310/GO:0008152/GO:0005524/GO:0006302/GO:0003677/GO:0005634/GO:0006302/GO:0005524/GO:0005515/GO:0006302/GO:0005524/GO:0006302/GO:0006310/GO:0008022/GO:0005634	S_5sp_contig46806	LOC_Os03g53000.1|13103.m05783|cDNA XRCC4, putative, expressed	CUST_6524_PI428634872	S_5sp_contig46806	0	0.041134	0.0411343184	0.1562267881	0	1	0.7517468907	-3.8	-1.8	-1.7	-2.0	81.49	18.44	1	1	33	33	<.0001	0.0001	9.7055537357	3.8393592912	1	1	2	1
AT5G50890	GO:0005634	S_5sp_contig46828	LOC_Os01g54810.1|13101.m05762|cDNA lipase, putative, expressed	CUST_6531_PI428634872	S_5sp_contig46828	0.054273	0.298332	0.3526057678	0.6589983925	0.153921	0.846079	0.5934139596	63.8	67.8	68.2	67.4	18.00	1.62	1	1	33	33	0.0002	0.2122	3.7747538262	0.6732185799	1	0	1	0.5
AT3G54140	GO:0005886/GO:0042939/GO:0016020/GO:0005886/GO:0005886/GO:0005215/GO:0009506/GO:0006857/GO:0042937/GO:0005215/GO:0005215/GO:0042938/GO:0005886/GO:0006807/GO:0042936/GO:0005886/GO:0015996/GO:0016020/GO:0015996/GO:0015824/GO:0042936/GO:0006857	S_5sp_contig46861	LOC_Os01g04950.4|13101.m00463|cDNA peptide transporter PTR2, putative, expressed	CUST_6537_PI428634872	S_5sp_contig46861	0.110746	0.229828	0.3405736219	1.2560595381	0.325175	0.674825	0.8391337133	57.1	61.1	61.5	60.6	12.78	25.67	1	1	33	33	0.0011	<.0001	2.9568836375	4.8191002906	1	1	2	1
NA		S_5sp_contig46932	LOC_Os02g46830.1|13102.m05263|cDNA expressed protein	CUST_6552_PI428634872	S_5sp_contig46932	0	1.289796	1.2897960292	3.3650736939	0	1	0.6406664795	100.2	102.2	102.4	102.0	40.76	20.07	1	1	30	30	<.0001	0.0001	6.3195117669	3.9971653727	1	1	2	1
AT1G18440	GO:0006783/GO:0009507/GO:0006412/GO:0009507/GO:0004045/GO:0006783/GO:0006412/GO:0006412/GO:0004045	S_5sp_contig46939	LOC_Os01g49900.1|13101.m05194|cDNA peptidyl-tRNA hydrolase, mitochondrial precursor protein, putative, expressed	CUST_6553_PI428634872	S_5sp_contig46939	0.043404	0.083673	0.1270770581	0.2334205394	0.341556	0.658444	0.685272846	23.9	27.9	28.3	27.5	0.81	12.64	1	1	33	33	0.3759	0.0012	0.4249077633	2.9338839312	0	1	1	0.5
AT3G07040	GO:0009626/GO:0006952/GO:0005886/GO:0005515/GO:0043531/GO:0005515/GO:0005515/GO:0005886/GO:0005515/GO:0006952/GO:0005515/GO:0000166/GO:0009626/GO:0005515/GO:0006952/GO:0043531	S_5sp_contig46942	LOC_Os11g12340.2|13111.m01307|cDNA	CUST_6555_PI428634872	S_5sp_contig46942	0.024535	0.092002	0.1165373064	0.1880017574	0.210533	0.789467	0.5644075307	25.6	29.6	30.0	29.2	0.01	12.95	1	1	33	33	0.9037	0.0010	0.0439748169	2.9859798426	0	1	1	0.5
AT3G63400	GO:0003755/GO:0008380/GO:0008380/GO:0006457/GO:0009560/GO:0005515/GO:0000398/GO:0006457/GO:0006457/GO:0006457/GO:0005515/GO:0003755/GO:0000398/GO:0006457/GO:0005515/GO:0006457/GO:0006457/GO:0006457/GO:0000741/GO:0005515/GO:0003755/GO:0005737/GO:0006457/GO:0005737/GO:0006457/GO:0005515/GO:0000741/GO:0005737/GO:0006457/GO:0009560/GO:0003755/GO:0006457	S_5sp_contig46963	LOC_Os07g08190.1|13107.m00809|cDNA	CUST_6561_PI428634872	S_5sp_contig46963	0	0.027494	0.0274937605	0.0352145379	0	1	0.2638640187	-17.1	-15.1	-15.0	-15.3	10.13	1.70	1	1	33	33	0.0032	0.2014	2.4982957772	0.6959077572	1	0	1	0.5
AT2G23810	GO:0005886/GO:0010200/GO:0005576/GO:0009693/GO:0009611/GO:0016021/GO:0050832/GO:0009693/GO:0050832/GO:0009612/GO:0005886/GO:0009506/GO:0005886/GO:0007568/GO:0016020/GO:0005794/GO:0005886/GO:0003674	S_5sp_contig46968	LOC_Os08g34460.1|13108.m03605|cDNA tetraspanin family protein, putative, expressed	CUST_6564_PI428634872	S_5sp_contig46968	0.113448	0.371524	0.4849719419	0.7538001261	0.233926	0.766074	0.5626247318	72.0	76.0	76.4	75.5	0.80	10.68	1	1	33	33	0.3776	0.0025	0.4230197173	2.5966134809	0	1	1	0.5
AT5G27280	GO:0008150/GO:0009507/GO:0008270	S_5sp_contig47002	LOC_Os06g50870.1|13106.m05471|cDNA DNL zinc finger domain containing protein, putative, expressed	CUST_6569_PI428634872	S_5sp_contig47002	0.063523	0.039818	0.1033407274	0.1717371376	0.614696	0.385304	0.7993900806	2.2	6.2	6.6	5.8	8.44	0.00	1	1	33	33	0.0065	0.9478	2.1861061533	0.0232889936	1	0	1	0.5
AT3G55990	GO:0045893/GO:0045893/GO:0045893/GO:0003674/GO:0050826/GO:0009409/GO:0050826/GO:0005634/GO:0009409	S_5sp_contig47003	LOC_Os05g28630.1|13105.m02948|cDNA leaf senescence related protein, putative, expressed	CUST_6570_PI428634872	S_5sp_contig47003	0.257513	0.203801	0.4613137268	1.0526043784	0.558216	0.441784	0.8401539138	42.5	46.5	47.0	46.1	11.56	1.23	1	1	24	24	0.0024	0.2779	2.6278866061	0.5560534944	1	0	1	0.5
AT3G05870	GO:0008270/GO:0008270/GO:0005515/GO:0005515/GO:0005515/GO:0005515/GO:0008270/GO:0004842/GO:0005515/GO:0005515/GO:0007346	S_5sp_contig47065	LOC_Os03g19059.1|13103.m02280|cDNA anaphase-promoting complex subunit 11, putative, expressed	CUST_6577_PI428634872	S_5sp_contig47065	0.018026	0.022742	0.0407678922	0.0708313437	0.442169	0.557831	0.7200188826	-18.1	-14.1	-13.7	-14.5	0.23	10.49	1	1	33	33	0.6322	0.0027	0.1991784603	2.5633434498	0	1	1	0.5
AT5G67540	GO:0004553/GO:0005634/GO:0005975/GO:0005975/GO:0004553/GO:0005794/GO:0005794	S_5sp_contig16702	LOC_Os12g21789.3|13112.m02210|cDNA expressed protein	CUST_657_PI428634872	S_5sp_contig16702	0.020523	0.017652	0.0381746389	0.1487642672	0.53761	0.46239	0.8970209117	-25.5	-21.5	-21.1	-21.9	15.22	15.00	1	1	33	33	0.0004	0.0005	3.3512300664	3.3178405856	1	1	2	1
AT1G50740	GO:0005739/GO:0030968/GO:0003674/GO:0009963/GO:0010363/GO:0009963/GO:0010363/GO:0050832/GO:0050832/GO:0030968/GO:0006612/GO:0008150/GO:0010200/GO:0006612/GO:0030968	S_5sp_contig47151	LOC_Os03g37090.1|13103.m04042|cDNA expressed protein	CUST_6594_PI428634872	S_5sp_contig47151	0.020718	0.070446	0.0911638342	0.1770514799	0.227262	0.772738	0.646621466	17.0	21.0	21.4	20.6	4.53	13.44	1	1	33	33	0.0409	0.0009	1.3882018409	3.066051553	0	1	1	0.5
AT1G17370	GO:0003730/GO:0003676/GO:0000166/GO:0000166/GO:0003676	S_5sp_contig47179	LOC_Os08g40880.1|13108.m04379|cDNA RNA recognition motif containing protein, putative, expressed	CUST_6596_PI428634872	S_5sp_contig47179	0.001312	0.013209	0.0145210517	0.0716786905	0.090372	0.909628	0.8321519145	-39.9	-35.9	-35.5	-36.3	9.09	88.11	1	1	33	33	0.0049	<.0001	2.3078173846	10.113352295	1	1	2	1
AT5G14720	GO:0005886/GO:0006468/GO:0005524/GO:0006468/GO:0005634/GO:0005886/GO:0005524/GO:0006468/GO:0016772/GO:0006468/GO:0016301/GO:0004672/GO:0006468/GO:0004672/GO:0006468	S_5sp_contig47192	LOC_Os06g29120.2|13106.m03006|cDNA	CUST_6599_PI428634872	S_5sp_contig47192	0.010422	0.020395	0.0308176272	0.0507042703	0.338193	0.661807	0.6467427665	-22.7	-18.7	-18.3	-19.1	9.89	1.13	1	1	33	33	0.0035	0.2947	2.4546857147	0.5306401332	1	0	1	0.5
AT3G22400	GO:0009695/GO:0002213/GO:0048364/GO:0016165/GO:0009507/GO:0009695/GO:0034440/GO:0002213/GO:0005737/GO:1900366/GO:1900366/GO:0016165/GO:0016165/GO:0009611/GO:0010311/GO:0034440	S_5sp_contig47199	LOC_Os03g49380.3|13103.m05345|cDNA	CUST_6601_PI428634872	S_5sp_contig47199	0.103537	0.895235	0.9987720702	2.9220146317	0.103664	0.896336	0.7218890436	99.4	103.4	103.8	103.0	41.20	5.53	1	1	33	33	<.0001	0.0249	6.5489434766	1.6043389076	1	0	1	0.5
AT2G01980	GO:0009941/GO:0000302/GO:0010351/GO:0016558/GO:0009651/GO:0006891/GO:2000377/GO:0035725/GO:0016558/GO:0010163/GO:0009651/GO:0005515/GO:0035725/GO:0006869/GO:0042542/GO:0006812/GO:0009651/GO:0005886/GO:0006979/GO:0005886/GO:0005886/GO:0035725/GO:0016558/GO:0006814/GO:0009941/GO:0009651/GO:0009651/GO:0009941/GO:2000377/GO:0055085/GO:0015385/GO:0015299/GO:0035725/GO:0006814/GO:0010163/GO:0055085/GO:0009941/GO:0006816/GO:0006814/GO:0009651/GO:0005886/GO:0006891/GO:0042542/GO:0015385	S_5sp_contig47200	LOC_Os12g44360.4|13112.m04690|cDNA	CUST_6602_PI428634872	S_5sp_contig47200	0.011812	0.017232	0.0290444045	0.0641423619	0.406687	0.593313	0.7652168307	-27.6	-23.6	-23.2	-24.0	0.43	16.18	1	1	33	33	0.5174	0.0003	0.2862068016	3.5015081235	0	1	1	0.5
AT3G23250	GO:0003700/GO:0009738/GO:0009414/GO:0003677/GO:0009867/GO:0009733/GO:0003677/GO:0003677/GO:0009723/GO:0009723/GO:0005634/GO:0009414/GO:0009651/GO:0009651/GO:0042538/GO:0007165/GO:0035556/GO:0009611/GO:0009873/GO:0005634/GO:0046686/GO:0009733/GO:0009695/GO:0006355/GO:0009753/GO:0009738/GO:0002679/GO:0006355/GO:0009753/GO:0009867/GO:0009737/GO:0002679/GO:0010200/GO:0042538/GO:0009873/GO:0006355/GO:0009695/GO:0052542/GO:0010200	S_5sp_contig47208	LOC_Os04g43680.1|13104.m04342|cDNA	CUST_6604_PI428634872	S_5sp_contig47208	0	0.121232	0.1212317546	0.3868097333	0	1	0.7044949598	31.9	33.9	34.0	33.7	46.60	32.07	1	1	33	33	<.0001	<.0001	7.0621836557	5.5848046614	1	1	2	1
AT3G45030	GO:0003735/GO:0006412/GO:0015935/GO:0005840/GO:0003723/GO:0005622/GO:0022627/GO:0022627/GO:0022627/GO:0009507/GO:0015935/GO:0006412/GO:0015935/GO:0003735/GO:0015935/GO:0006412/GO:0015935/GO:0022627/GO:0015935/GO:0006412/GO:0006412/GO:0005829/GO:0006412	S_5sp_contig47213	LOC_Os06g04290.1|13106.m00382|cDNA S10/S20 domain containing ribosomal protein, putative, expressed	CUST_6606_PI428634872	S_5sp_contig47213	0.018208	0.033639	0.0518463517	0.1377643105	0.351182	0.648818	0.7857782788	-6.1	-2.1	-1.7	-2.5	6.66	17.03	1	1	33	33	0.0145	0.0002	1.8383220198	3.6292193089	0	1	1	0.5
NA		S_5sp_contig47250_RC	LOC_Os10g41730.2|13110.m03895|cDNA	CUST_6614_PI428634872	S_5sp_contig47250_RC	0.246148	0.053234	0.2993822066	0.7643857552	0.822187	0.177813	0.9400985037	14.8	18.8	19.2	18.4	1.19	12.25	1	1	33	33	0.2829	0.0014	0.5483480839	2.867784714	0	1	1	0.5
AT3G51150	GO:0003777/GO:0005524/GO:0003777/GO:0003777/GO:0007018/GO:0005524/GO:0005737/GO:0005524/GO:0007018/GO:0005524/GO:0005737	S_5sp_contig47274	LOC_Os09g35890.2|13109.m03521|cDNA kinesin motor domain containing protein, expressed	CUST_6619_PI428634872	S_5sp_contig47274	0.482143	0.504564	0.9867068241	2.093405605	0.488639	0.511361	0.7903387786	84.7	88.7	89.1	88.2	12.85	1.26	1	1	33	33	0.0011	0.2701	2.9690757163	0.5684752832	1	0	1	0.5
AT3G57790	GO:0004650/GO:0005774/GO:0005576/GO:0005774/GO:0005774/GO:0005975/GO:0005975/GO:0004650	S_5sp_contig47277	LOC_Os09g31270.1|13109.m03113|cDNA polygalacturonase, putative, expressed	CUST_6620_PI428634872	S_5sp_contig47277	0.184842	0.067524	0.2523661673	0.5449694855	0.732435	0.267565	0.893186218	21.1	25.1	25.5	24.7	2.57	8.92	1	1	33	33	0.1187	0.0053	0.9254313594	2.2776584819	0	1	1	0.5
AT1G50320	GO:0009570/GO:0009651/GO:0009570/GO:0009055/GO:0045454/GO:0009651/GO:0009570/GO:0006833/GO:0043085/GO:0009507/GO:0015035/GO:0009570/GO:0009570/GO:0009750/GO:0008047/GO:0009570/GO:0009507/GO:0009570/GO:0009570/GO:0006662	S_5sp_contig47278	LOC_Os04g57930.1|13104.m06078|cDNA thioredoxin, putative, expressed	CUST_6621_PI428634872	S_5sp_contig47278	0.109439	0.041083	0.1505219273	0.3141036448	0.727063	0.272937	0.8872302378	4.7	8.7	9.1	8.2	0.00	10.99	1	1	33	33	0.9973	0.0022	0.0011531513	2.650989847	0	1	1	0.5
AT1G74970	GO:0009570/GO:0000312/GO:0009941/GO:0022627/GO:0009570/GO:0009941/GO:0006412/GO:0022627/GO:0009570/GO:0022627/GO:0003735/GO:0009507/GO:0000312/GO:0009941/GO:0009570/GO:0000312/GO:0006412/GO:0003735/GO:0006412/GO:0009570/GO:0003735/GO:0005622/GO:0009507/GO:0006412/GO:0009941/GO:0006412/GO:0006412/GO:0022627/GO:0005840/GO:0009570/GO:0009941/GO:0000312/GO:0009570/GO:0016020/GO:0009507/GO:0006412/GO:0009941/GO:0006412/GO:0009570/GO:0009941/GO:0009941/GO:0006412	S_5sp_contig47320	LOC_Os03g55930.1|13103.m06091|cDNA	CUST_6625_PI428634872	S_5sp_contig47320	0.066392	0.081	0.1473918088	0.4591919199	0.450443	0.549557	0.8462473005	23.9	27.9	28.3	27.5	15.22	10.24	1	1	33	33	0.0004	0.0030	3.3509874575	2.5187820955	1	1	2	1
AT3G52850	GO:0005794/GO:0005802/GO:0006623/GO:0005509/GO:0005886/GO:0006623/GO:0006623/GO:0005802/GO:0006623/GO:0005576/GO:0005887/GO:0006487/GO:0006623/GO:0005886/GO:0006896/GO:0006487/GO:0005783/GO:0017119/GO:0006896/GO:0006896/GO:0017119/GO:0006487/GO:0005887/GO:0006623/GO:0005794/GO:0017119/GO:0009940/GO:0007034/GO:0006896/GO:0006623/GO:0006623/GO:0007034/GO:0005515	S_5sp_contig16759	LOC_Os12g02390.1|13112.m00171|cDNA	CUST_662_PI428634872	S_5sp_contig16759	0.034634	0.184554	0.2191880881	0.3009354425	0.158011	0.841989	0.4511813667	46.7	50.7	51.1	50.3	0.00	9.97	1	1	32	32	0.9657	0.0035	0.0151529604	2.4611148424	0	1	1	0.5
AT5G21090	GO:0006972/GO:0034976/GO:0009627/GO:0009651/GO:0009627/GO:0042744/GO:0046686/GO:0042744/GO:0007030/GO:0034976/GO:0005886/GO:0009651/GO:0009266/GO:0006096/GO:0042744/GO:0006096/GO:0006972/GO:0007030/GO:0007165/GO:0006833	S_5sp_contig47380	LOC_Os01g17250.1|13101.m01932|cDNA BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed	CUST_6634_PI428634872	S_5sp_contig47380	0.00086	0.168111	0.1689715616	0.3228063957	0.005091	0.994909	0.5103081359	42.8	46.8	47.2	46.3	0.78	32.32	1	1	33	33	0.3845	<.0001	0.4151468412	5.6126734196	0	1	1	0.5
AT5G54500	GO:0010181/GO:0005576/GO:0005886/GO:0005773/GO:0006970/GO:0045892/GO:0046686/GO:0010181/GO:0010181/GO:0005576/GO:0045892/GO:0016655/GO:0009733/GO:0045892/GO:0005886/GO:0006970/GO:0005774/GO:0010181/GO:0005886/GO:0010181/GO:0045892/GO:0016020/GO:0005774/GO:0016491/GO:0005886/GO:0045892/GO:0016491/GO:0010181/GO:0055114/GO:0005773/GO:0005774/GO:0045892	S_5sp_contig47433	LOC_Os01g57570.1|13101.m06108|cDNA NADPH-dependent FMN reductase domain containing protein, expressed	CUST_6637_PI428634872	S_5sp_contig47433	0.038142	0.037151	0.0752921962	0.1222505716	0.506581	0.493419	0.7230998741	-7.1	-3.1	-2.9	-3.6	8.80	0.54	1	1	51	51	0.0046	0.4660	2.3404975484	0.3316594899	1	0	1	0.5
AT4G04350	GO:0005737/GO:0004812/GO:0016226/GO:0009507/GO:0009570/GO:0006364/GO:0010103/GO:0009793/GO:0010027/GO:0048481/GO:0009658/GO:0009793/GO:0009570/GO:0009658/GO:0009507/GO:0006399/GO:0005524/GO:0006418/GO:0005524/GO:0016556/GO:0006418/GO:0005524/GO:0006418/GO:0010228/GO:0006418/GO:0010027/GO:0006418/GO:0006399/GO:0004823/GO:0000166/GO:0009570/GO:0004812/GO:0006429/GO:0009507/GO:0005739/GO:0016556/GO:0009570/GO:0006429/GO:0016226/GO:0006429/GO:0009793/GO:0006364/GO:0006418/GO:0005737/GO:0005524	S_5sp_contig47435	LOC_Os01g03020.2|13101.m00249|cDNA tRNA synthetase class I, putative, expressed	CUST_6638_PI428634872	S_5sp_contig47435	0.05821	0.025189	0.0833987292	0.148300875	0.69797	0.30203	0.8457327007	-24.7	-20.7	-20.4	-21.1	0.49	8.62	1	1	51	51	0.4857	0.0050	0.3135990404	2.3029700726	0	1	1	0.5
AT5G15270	GO:0005634/GO:0003723/GO:0008150/GO:0005634/GO:0003676/GO:0003723	S_5sp_contig47439	LOC_Os10g35220.2|13110.m03155|cDNA	CUST_6639_PI428634872	S_5sp_contig47439	0.010728	0.135659	0.1463863289	0.271503523	0.073283	0.926717	0.5309575136	53.5	57.5	57.8	57.1	25.62	5.31	1	1	51	51	<.0001	0.0253	5.238246048	1.5968522128	1	0	1	0.5
AT1G18060	GO:0009507/GO:0006098/GO:0008150/GO:0010264/GO:0006098/GO:0009507/GO:0010027/GO:0010264/GO:0010027	S_5sp_contig47450	LOC_Os01g03040.1|13101.m00251|cDNA	CUST_6642_PI428634872	S_5sp_contig47450	0.324423	0.115188	0.4396115419	1.0085354506	0.737977	0.262023	0.8963159868	53.4	57.4	57.7	57.0	1.80	10.99	1	1	51	51	0.1856	0.0017	0.7313611545	2.7716356053	0	1	1	0.5
AT5G05710	GO:0005737/GO:0005543	S_5sp_contig47505	LOC_Os01g63800.1|13101.m06846|cDNA pleckstrin homology domain-containing protein, putative, expressed	CUST_6653_PI428634872	S_5sp_contig47505	0.025512	0.010817	0.0363290053	0.0672496714	0.702236	0.297764	0.8539102466	-67.7	-63.7	-63.5	-64.2	9.48	0.19	1	1	51	51	0.0033	0.6664	2.4755719047	0.1762724105	1	0	1	0.5
AT5G48240	GO:0005634/GO:0005634/GO:0001510/GO:0001510/GO:0005634/GO:0008150/GO:0005730/GO:0003674/GO:0005730	S_5sp_contig47510	LOC_Os11g16480.1|13111.m01667|cDNA transposon protein, putative, unclassified, expressed	CUST_6654_PI428634872	S_5sp_contig47510	0.002993	0.020691	0.0236841772	0.0435531823	0.126358	0.873642	0.5580502927	-41.5	-37.5	-37.2	-37.9	10.58	14.04	1	1	51	51	0.0020	0.0005	2.6915424775	3.3397885383	1	1	2	1
NA		S_5sp_contig47517	LOC_Os08g45070.1|13108.m04914|cDNA hypothetical protein	CUST_6656_PI428634872	S_5sp_contig47517	0.014655	0.01914	0.0337954773	0.0846964547	0.433645	0.566355	0.7937120086	-41.7	-37.7	-37.5	-38.2	16.17	4.47	1	1	51	51	0.0002	0.0394	3.7169049328	1.404826093	1	0	1	0.5
AT4G36430	GO:0004601/GO:0051707/GO:0005576/GO:0020037/GO:0055114/GO:0006979/GO:0004601/GO:0005618	S_5sp_contig47522	LOC_Os01g18930.1|13101.m02057|cDNA peroxidase precursor, putative	CUST_6657_PI428634872	S_5sp_contig47522	0	1.72489	1.7248899223	5.1331310336	0	1	0.6766496461	181.6	183.6	183.7	183.4	93.95	12.78	1	1	51	51	<.0001	0.0008	12.431950547	3.1089032724	1	1	2	1
AT4G16450	GO:0005739/GO:0031966/GO:0005747/GO:0005739/GO:0009853/GO:0005747/GO:0031966/GO:0005747/GO:0005747/GO:0005747/GO:0005739/GO:0003674/GO:0045271/GO:0005747/GO:0016020/GO:0006511/GO:0005739/GO:0009853/GO:0080129/GO:0005747/GO:0051788/GO:0009853/GO:0005739/GO:0006511/GO:0005747/GO:0031966/GO:0009853/GO:0031966/GO:0006511	S_5sp_contig47525	LOC_Os08g33460.1|13108.m03486|cDNA expressed protein	CUST_6658_PI428634872	S_5sp_contig47525	0.045349	0.069054	0.11440314	0.2129127713	0.396397	0.603603	0.7036104378	23.3	27.3	27.5	26.9	4.76	8.94	1	1	51	51	0.0337	0.0043	1.4717751956	2.3679514935	0	1	1	0.5
AT3G12120	GO:0045485/GO:0006629/GO:0016720/GO:0016717/GO:0006629/GO:0016717/GO:0055114/GO:0005783/GO:0005634/GO:0055114/GO:0005634	S_5sp_contig47534	LOC_Os02g48560.6|13102.m05490|cDNA fatty acid desaturase, putative, expressed	CUST_6660_PI428634872	S_5sp_contig47534	0.294887	0.063852	0.358738829	0.749151926	0.822011	0.177989	0.9226954521	24.8	28.8	29.0	28.3	8.77	1.72	1	1	51	51	0.0046	0.1962	2.3327388391	0.7073062343	1	0	1	0.5
AT1G01500	GO:0008150/GO:0003674	S_5sp_contig47577	LOC_Os08g05550.1|13108.m00544|cDNA expressed protein	CUST_6667_PI428634872	S_5sp_contig47577	0.028435	0.050183	0.0786183337	0.1656592403	0.361685	0.638315	0.722836362	6.6	10.6	10.9	10.2	16.47	1.35	1	1	51	51	0.0002	0.2512	3.7690790417	0.5999356702	1	0	1	0.5
AT3G59390	GO:0005576/GO:0008150/GO:0005576/GO:0003674	S_5sp_contig47598	LOC_Os11g16560.1|13111.m01677|cDNA expressed protein	CUST_6672_PI428634872	S_5sp_contig47598	0.014206	0.088595	0.1028011561	0.1561302481	0.138189	0.861811	0.4729417156	32.9	36.9	37.1	36.5	3.77	11.81	1	1	51	51	0.0577	0.0012	1.2384518014	2.9288309147	0	1	1	0.5
AT1G29150	GO:0006511/GO:0006457/GO:0051604/GO:0042023/GO:0043161/GO:0005634/GO:0051510/GO:0009507/GO:0006511/GO:0042023/GO:0080129/GO:0051788/GO:0051604/GO:0043248/GO:0009408/GO:0009644/GO:0043161/GO:0005829/GO:0006511/GO:0006457/GO:0008541/GO:0006511/GO:0030163/GO:0034976/GO:0006457/GO:0000502/GO:0046686/GO:0006511/GO:0009506/GO:0034976/GO:0042023/GO:0051510/GO:0043161/GO:0030163/GO:0009408/GO:0042542/GO:0006511	S_5sp_contig16835_RC	LOC_Os04g36700.1|13104.m03548|cDNA	CUST_667_PI428634872	S_5sp_contig16835_RC	0	0.334	0.3339998276	0.4628019666	0	1	0.3195488656	65.3	67.3	67.5	67.1	14.33	1.17	1	1	33	33	0.0006	0.2873	3.2101297394	0.541678461	1	0	1	0.5
AT5G52750	GO:0046872/GO:0046872/GO:0005634/GO:0030001/GO:0009814/GO:0009814/GO:0000165	S_5sp_contig47662	LOC_Os01g48710.1|13101.m05055|cDNA heavy metal-associated domain containing protein, expressed	CUST_6683_PI428634872	S_5sp_contig47662	0.050772	0.166966	0.2177380189	0.4298173452	0.233181	0.766819	0.6423052637	66.5	70.5	70.7	70.1	20.39	0.28	1	1	51	51	<.0001	0.5997	4.4247793879	0.2220330533	1	0	1	0.5
AT3G18830	GO:0022891/GO:0005886/GO:0015168/GO:0005215/GO:0022857/GO:0031348/GO:0005886/GO:0015591/GO:0005351/GO:0055085/GO:0015575/GO:0005365/GO:0015145/GO:0015144/GO:0015144/GO:0016020/GO:0043090/GO:0015148/GO:0005351/GO:0005355/GO:0055085/GO:0016020/GO:0016021/GO:0006810/GO:0005886/GO:0015576/GO:0005354	S_5sp_contig47668	LOC_Os03g10100.1|13103.m01126|cDNA transporter family protein, putative, expressed	CUST_6684_PI428634872	S_5sp_contig47668	0.104905	0.200773	0.3056778686	0.4911686787	0.343188	0.656812	0.6257394469	77.1	81.1	81.4	80.7	10.59	0.73	1	1	51	51	0.0020	0.3967	2.6941966344	0.4014928019	1	0	1	0.5
AT3G59290	GO:0005634	S_5sp_contig47683	LOC_Os02g56270.1|13102.m06464|cDNA	CUST_6689_PI428634872	S_5sp_contig47683	0.010287	0.077634	0.0879216614	0.1951829483	0.117004	0.882996	0.6295029903	25.8	29.8	30.1	29.4	28.53	7.36	1	1	51	51	<.0001	0.0091	5.6648373542	2.0413166598	1	0	1	0.5
